X,Y,OBJECTID,FOLIO,NAME,ENTITYNAME,ADDRESS,CITY,ZIPCODE,PHONE,PHONE2,TYPE,CAPACITY,CAP_DESC,LAT,LON,POINT_X,POINT_Y
-8948221.4869,2960738.387,109,3049360070060,COUNTRY INN & SUITES,KENDALL INTERNATIONAL INVESTMENT GROUP LLC,11750 MILLS DR,MIAMI,33183,,,MOTL,97,Rooms,25.69001,-80.38324,859273.264067579,493499.489748992
-8958638.7527,2931902.0945,110,1679190000081,COUNTRY LODGE,KOMAL INC,651 N KROME AVE,FLORIDA CITY,33034,305-245-2376,305-245-2376,MOTL,38,Rooms,25.45635,-80.47682,828790.502854746,408443.033877991
-8926785.0633,2970903.373,111,0141370200010,COURTYARD BY MARRIOTT,MIAMI CONVENTION HOTEL CORP,200 SE 2 AVE,MIAMI,33131,305-374-3000,305-374-3000,MOTL,259,Rooms,25.77227,-80.19067,922506.622180663,523739.904005572
-8920252.482,2972887.4354,112,0232340060110,COURTYARD BY MARRIOTT,COURTYARD MANAGEMENT CORP,1530 WASHINGTON AVE,MIAMI BEACH,33139,6048887,305-604-8887,HOTL,90,Rooms,25.78832,-80.13199,941780.986518994,529696.226738572
-8941603.5273,2975583.7725,113,3530270260010,COURTYARD BY MARRIOTT HOTEL,COURTYARD MANAGEMENT CORPORATION,3929 NW 79 AVE,MIAMI,33166,305-477-8118,,HOTL,145,Rooms,25.81013,-80.32379,878627.560004577,537252.309067324
-8934778.3954,2968636.7184,114,0341080061290,COURTYARD BY MARRIOTT MIAMI CORAL GABLES,JHM FLORIDA HOTEL MANAGEMENT INC,2051 S LEJEUNE RD,MIAMI,33134,305-443-2301,,MOTL,168,Rooms,25.75393,-80.26248,898912.812084913,516936.123977989
-8947627.2232,2972464.4376,115,2530310270010,COURTYARD BY MARRIOTT MIAMI DOLPHIN MALL,APPLE SEVEN HOSPITALITY MANAGEMENT,11275 NW 12 ST,MIAMI,33172,305-994-9343,305-994-9343,HOTL,118,Rooms,25.7849,-80.3779,860868.680168077,527994.869905077
-8953896.715,2934658.258,116,1079090390010,COURTYARD BY MARRIOTT SOUTH HOMESTEAD,HOMESTEAD VPE HOTEL LLC,2905 NE 9 ST,HOMESTEAD,33033,,954-392-8788,HOTL,100,Rooms,25.4787,-80.43422,842811.645416077,416624.489955992
-8921602.8976,2993291.9312,117,2822030550011,COURTYARD MARRIOTT AT AVENTURA,TURNBERRY HTL GRP OF MIAMI LTD,2825 NE 191 ST,AVENTURA,33180,9370805,305-937-0805,HOTL,166,Rooms,25.95325,-80.14412,937398.401780244,589616.708931491
-8934811.2252,2972353.8408,118,0131320270010,COURTYARD MIAMI AIRPORT,MARRIOTT HOTEL SERVICES INC,1201 NW 42 AVE,MIAMI,33126,305-642-8200,305-642-8200,HOTL,300,Rooms,25.784,-80.26277,898754.599146746,527865.211371742
-8940566.5009,2960241.0937,119,3050020780010,COURTYARD MIAMI DADELAND,DC HOTELS LLC,9075 S DADELAND BLVD,KENDALL,33156,,305-671-5111,HOTL,128,Rooms,25.68598,-80.31447,881926.891332414,492147.877294742
-8948265.5387,2982865.7494,120,3030060070010,COURTYARD MIAMI WEST FLORIDA TURNPIKE,GFII DVI CARDEL FLAGLER COURTYARD LLC,11580 NW 105 ST,MIAMI,33178,,561-207-2762,HOTL,127,Rooms,25.869,-80.38363,858838.567430411,558554.269416071
-8941820.5127,2988491.3423,121,,COURTYARDS BY MARRIOTT,COURTYARD MANAGEMENT CORP,15700 NW 77 CT,MIAMI LAKES,33016,305-556-6665,,MOTL,150,Rooms,25.91446,-80.32574,877791.606623996,575172.01111491
-8920021.597,2972603.3817,122,0232340080610,CRESCENT RESORT ON SOUTH BEACH,ISLAND ONE RESORTS MANAGEMENT CORP,1420 OCEAN DR,MIAMI BEACH,33139,305-531-5197,702-823-7303,HOTL,27,Rooms,25.78602,-80.12991,942468.999578662,528865.623084821
-8920118.2513,2973249.6372,123,,CREST HOTEL SUITES,CREST HOTEL GROUP LLC,1666-1670 JAMES AVE,MIAMI BEACH,33139,305-531-0321,786-216-7780,HOTL,69,Rooms,25.79125,-80.13078,942170.743613496,530763.680640407
-8938913.0974,2978981.3353,124,0430130190070,CROSSWAYS MOTEL,ATLANTIC HOTEL MANAGEMENT LLC,1775  W OKEECHOBEE RD,HIALEAH,33010,305-888-6010,305-888-6010,MOTL,93,Rooms,25.8376,-80.29962,886525.623932827,547279.311322987
-8935068.0356,2971996.9438,125,0131320390010,CROWNE PLAZA HOTEL MIAMI INTERNATIONAL AIRPORT,HPT TRS IHG-2 INC,950 NW LEJEUNE RD,MIAMI,33126,305-446-9000,770-604-2000,HOTL,304,Rooms,25.78112,-80.26508,898001.310298994,526811.686247826
-8918946.9258,2981238.7636,126,0232110560001,CRYSTAL BEACH SUITES HOTEL,CRYSTAL BEACH INC,6985 COLLINS AVE,MIAMI BEACH,33141,305-865-9555,305-865-9555,HOTL,84,Rooms,25.85585,-80.12026,945476.038183995,554267.35213691
-8919176.3278,2976090.6951,127,0232260012060,DAYS INN,ATLANTIC VIEW PARTNERS LTD,4299 COLLINS AVE,MIAMI BEACH,33140,305-673-1513,,HOTL,147,Rooms,25.81423,-80.12232,944899.311647162,539133.685881987
-8958369.4752,2930974.1734,128,1679190010401,DAYS INN,KUNVARJI HOTELS LLC,124 E PALM DR,FLORIDA CITY,33034,305-247-8833,305-247-8833,MOTL,123,Rooms,25.44882,-80.4744,829599.437916663,405710.719132654
-8918941.24429999,2981820.5235,129,0232020030010,DAYS INN & SUITES,7450 OCEAN TERRACE LLC,7450 OCEAN TER,MIAMI BEACH,33141,305-446-0123,305-446-0123,HOTL,96,Rooms,25.86055,-80.12021,945481.374459412,555976.810332157
-8936107.0104,2975355.1759,130,0531190134010,DAYS INN MIAMI AIRPORT NORTH,TRAVELERS PARTNERS LLC,4767 NW 36 ST,MIAMI SPRINGS,33166,305-888-3661,,MOTL,147,Rooms,25.80828,-80.27441,894875.57672108,536666.904726326
-8940454.5725,2971967.4929,131,3030520020240,DAYS INN MIAMI INTERNATIONAL AIRPORT HOTEL-NEW,ALMAR HOTEL CORP,7250 NW 11 ST,MIAMI,33126,305-261-4230,305-261-4230,MOTL,103,Rooms,25.78088,-80.31347,882078.58558283,526639.187577076
-8918877.2132,2980649.0209,132,0232110070420,DEAUVILLE BEACH RESORT,MIAMI BEACH HOSPITALITY LLC,6701 COLLINS AVE,MIAMI BEACH,33141,305-865-8511,305-323-4223,HOTL,539,Rooms,25.85108,-80.11963,945693.603693746,552535.86183349
-8954876.1955,2937510.9312,133,3079040000340,DELUXE INN MOTEL,PRAGATI MOTEL INC.,28475 S DIXIE HWY,MIAMI,33033,305-248-5622,,MOTL,20,Rooms,25.50183,-80.44302,839873.775307577,425019.197247908
-8918945.8941,2978548.1592,134,0232140210001,DESIGN SUITES MIAMI BEACH,DESIGN SUITES MIAMI INC,5445 COLLINS AVE  STE CU14,MIAMI BEACH,33140,,,HOTL,140,Rooms,25.8341,-80.12025,945532.013137661,546360.880417071
-8919290.2332,2980992.5944,135,0232110010750,DEVON APARTMENTS,DEVON APARTMENTS INC,6881 INDIAN CREEK DR,MIAMI BEACH,33141,786-554-9474,786-554-9474,HOTL,28,Rooms,25.85386,-80.12334,944466.622879997,553537.249594487
-8936695.439,2978905.248,136,0431180033870,DIXIE ROSS HOTEL,LAND C DIXIE LLC,100 E 17 ST,HIALEAH,33010,786-344-2542,,HOTL,32,Rooms,25.83698,-80.27971,893079.374276746,547091.122066826
-8940233.6268,2988279.808,137,3220230240010,DON SHULA'S HOTEL,GRAHAM COMPANIES (THE),6842 MAIN ST,MIAMI LAKES,33014,305-821-1150,,HOTL,208,Rooms,25.91275,-80.31148,882480.595933661,574575.133371659
-8945824.6649,2973149.8028,138,3530320340020,DOUBLETREE BY HILTON MIAMI DORAL,HOSPITALITY DORAL LLC,10250 NW 19 ST,DORAL,33172,305-639-9555,561-207-2778,HOTL,150,Rooms,25.79044,-80.36171,866187.244990245,530035.236887321
-8926284.3048,2973290.5793,139,0132310480001,DOUBLETREE GRAND HOTEL (THE),P H HOTEL INC,1717 N BAYSHORE DR,MIAMI,33132,305-372-0313,305-372-0313,HOTL,232,Rooms,25.79158,-80.18617,923943.686235663,530767.562522404
-8940156.6351,2971628.5303,140,3030520000050,DOUBLETREE MIAMI MART AIRPORT HOTEL,AFP 103 CORPORATION,711 NW 72 AVE,MIAMI,33126,305-261-2900,516-466-6560,HOTL,334,Rooms,25.77814,-80.31079,882964.532957911,525647.21252691
-8920181.95939999,2972093.6482,141,,DREAM SOUTH BEACH,SB HOSPITALITY LLC,1111-1119 COLLINS AVENUE,MIAMI BEACH,33139,305-673-4747,305-673-4747,HOTL,108,Rooms,25.7819,-80.13136,942004.84302666,527363.856731407
-8928397.23059999,2971137.8474,142,0102000901200,DYNAMIC HOTEL,DYNAMIC PROPERTY GROUP LLC,637 W FLAGLER ST,MIAMI,33130,,,HOTL,58,Rooms,25.77417,-80.20515,917736.309214745,524400.309508905
-8926940.27619999,2970196.0558,143,0102100601120,EAST MIAMI,BCC HOTEL LLC,788 BRICKELL PLAZA,MIAMI,33131,305-371-3877,305-371-3877,HOTL,352,Rooms,25.76655,-80.19207,922060.506603077,521657.315979153
-8935181.18099999,2975421.2709,144,0531200360150,EB HOTEL MIAMI,EB HOTEL MIAMI LLC,4299 NW 36 ST,MIAMI SPRINGS,33166,305-888-4662,305-888-4662,HOTL,133,Rooms,25.80881,-80.2661,897610.726762578,536876.356079072
-8919133.8938,2976751.8266,145,0232230020040,EDEN ROC,EDEN ROC LLLP,4525 COLLINS AVE,MIAMI BEACH,33140,,,HOTL,631,Rooms,25.81957,-80.12194,945011.749086328,541077.747610658
-8938756.2808,2978864.5349,146,0430130070050,EL PARAISO MOTEL,GLOBAL RESORTS GROUP CORP,1615 W OKEECHOBEE RD,HIALEAH,33010,305-888-8255,305-888-8255,MOTL,48,Rooms,25.83665,-80.29821,886990.802464411,546938.544616073
-8920298.3283,2972737.2969,147,0232340150010,EL PASEO,ESPANOLA WAY ASSOCIATES LTD,405 ESPANOLA WAY,MIAMI BEACH,33139,877-784-2164,877-784-2164,HOTL,71,Rooms,25.7871,-80.1324,941648.37293908,529253.934316076
-8946637.6242,2974812.3552,148,3530291000010,ELEMENT MIAMI DORAL,MIAMI HOTEL ENTERPRISE LLC,3285 NW 107 AVE,MIAMI,33172,786-272-7250,786-272-7250,HOTL,139,Rooms,25.80389,-80.36901,863760.838425744,534910.926282905
-8933798.5757,2974258.5067,149,3031280360010,ELEMENT MIAMI INTERNATIONAL AIRPORT,PHVIF MIAMI LLC,3525 NW 25 ST,MIAMI,33142,305-636-1600,404-497-4111,HOTL,209,Rooms,25.79941,-80.25368,901716.302868996,533481.399286322
-8934680.4929,2975161.3257,150,0531290000244,EMBASSY SUITES HOTEL MIAMI AIRPORT,DJONT/JPM HOSPITALITY LEASING (SPE) LLC,3974 NW SOUTH RIVER DR,MIAMI,33142,305-634-5000,,HOTL,318,Rooms,25.80671,-80.2616,899094.762508411,536120.550504074
-8919184.7512,2981936.965,151,0232020070730,EOLO LLC,EOLO LLC,7610 HARDING AV,MIAMI BEACH,33141,786-536-2106,786-536-2106,HOTL,11,Rooms,25.86149,-80.1224,944759.718422413,556314.12199349
-8926604.9203,2970687.0804,152,0101140301008,EPIC HOTEL,EPIC HOTEL LLC,270 BISCAYNE BLVD WAY,MIAMI,33131,305-727-5226,305-967-7351,HOTL,411,Rooms,25.77052,-80.18905,923043.105359662,523107.208748654
-8934666.0312,2970894.3416,153,0141050111350,ERNESTO MOTEL,3F DEVELOPMENT LLC,4001 W FLAGLER ST,MIAMI,33134,305-541-6508,305-634-6865,MOTL,26,Rooms,25.7722,-80.26147,899207.854473829,523576.505710326
-8920170.8915,2971951.2668,154,0232340080200,ESSEX HOUSE HOTEL,ESSEX HOUSE COLLINS LP,1001 COLLINS AVE,MIAMI BEACH,33139,,,HOTL,80,Rooms,25.78075,-80.13126,942040.322614495,526945.456321493
-8941206.7076,2972189.4803,155,,ESTANCIA HOTEL,LE JEUNE AIRPORT PARK SUITE INC,7685 NW 12 ST,MIAMI,33126,786-443-1448,305-887-8756,HOTL,95,Rooms,25.78267,-80.32023,879851.829865746,527280.302764654
-8918912.9868,2980383.9698,156,0232110070390,EUROAMERICAN GROUP INC,KEY MONTE CARLO LLC,6551 COLLINS AVE STE 100,MIAMI BEACH,33141,,,HOTL,136,Rooms,25.84894,-80.11997,945593.128829081,551756.319101237
-8926867.2484,2971074.8246,157,0101120101160,EUROSTARS LANGFORD,"MIAMI SOUTHERN HOTELS, LLC",121 SE 1 ST,MIAMI,33131,305-420-2200,,HOTL,126,Rooms,25.77366,-80.19142,922260.55935258,524242.528000325
-8933628.1616,2974245.5753,158,3031280091300,EVEN MIAMI AIRPORT HOTEL,EDG HOSPITALITY MIAMI AIRPORT LLC,3499 NW 25 ST,MIAMI,33142,305-636-6000,786-546-4200,HOTL,190,Rooms,25.7993,-80.25214,902220.206388745,533446.244829074
-8958636.7881,2932858.7286,159,1079180070010,EVERGLADES MOTEL,AMARTI INC,605 S KROME AVE,HOMESTEAD,33030,305-247-4117,305-247-4117,MOTL,20,Rooms,25.46411,-80.4768,828785.256474163,411262.978369325
-8934768.8177,2975588.5869,160,0431200100440,EVERGLADES MOTEL,INNER CITY HOLDINGS OF MIAMI LLC,1421 SE 9 AVENUE,HIALEAH,33010,305-888-8797,,MOTL,16,Rooms,25.81017,-80.26239,898826.680695497,537374.971551657
-8939619.2153,2972333.9449,161,3031310070071,EXECUTIVE AIRPORT HOTEL,EXECUTIVE AIRPORT HOTEL INC,6700 NW 13 ST,MIAMI,33126,305-871-3781,305-871-3781,MOTL,90,Rooms,25.78384,-80.30596,884542.31195458,527729.498060487
-8939501.1112,2979446.0865,162,0430120063320,EXECUTIVE PALACE HOTEL,EXECUTIVE PALACE HOTEL INC,2125 W OKEECHOBEE RD,HIALEAH,33010,,,HOTL,60,Rooms,25.84136,-80.3049,884780.998156995,548635.811890826
-8939805.792,2969807.939,163,0140020460010,EXECUTIVE TROPIC GARDENS,TROPIC GARDEN INVESTMENT INC,6925 SW 8 ST,MIAMI,33144,,,HOTL,56,Rooms,25.76341,-80.30765,884029.810682997,520299.593300909
-8936314.1075,2970818.5709,164,0141060182550,EXTACY MOTEL,TAMAS CORP,4911 W FLAGLER ST,MIAMI,33134,305-648-1385,305-648-1385,MOTL,11,Rooms,25.77158,-80.27627,894336.811394412,523326.685343824
-8939375.3292,2971690.2685,165,3030510990015,EXTENDED STAY AMERICA,ESA P PORTFOLIO OPERATING LESSEE LLC,6605 NW 7 ST,MIAMI,33126,305-260-0085,980-345-1600,HOTL,149,Rooms,25.77864,-80.30377,885273.249140996,525840.873884991
-8942990.5822,2973634.8266,166,3530340410010,EXTENDED STAY AMERICA #1600,ESA P PORTFOLIO OPERATING LESSEE LLC,8655  NW 21 TERRACE,MIAMI,33122,786-331-7717,980-345-1600,HOTL,109,Rooms,25.79436,-80.33626,874557.186911747,531502.499044657
-8933741.7708,2968107.4057,167,0141160092360,EXTENDED STAY AMERICA #1740,ESA P PORTFOLIO OPERATING LESSEE LLC,3640 SW 22 ST,MIAMI,33145,305-443-7444,980-345-1600,HOTL,96,Rooms,25.74965,-80.25317,901986.711776994,515396.789786324
-8927692.1833,2969517.0072,168,0141380012180,EXTENDED STAY AMERICA #1760,ESA P PORTFOLIO OPERATING LESSEE LLC,298 SW 15 RD,MIAMI,33129,305-856-3700,980-345-1600,HOTL,107,Rooms,25.76105,-80.19882,919849.624541912,519647.002414487
-8941435.7083,2973797.6923,169,3530340430030,EXTENDED STAY AMERICA #1762,ESA P PORTFOLIO OPERATING LESSEE LLC,7750 NW 25 ST,MIAMI,33122,305-716-9005,980-345-1600,HOTL,98,Rooms,25.79568,-80.32229,879150.560270913,532004.685376242
-8943154.2947,2974981.592,170,,EXTENDED STAY AMERICA #9639,ESA P PORTFOLIO OPERATING LESSEE LLC,8720 NW 33RD ST,MIAMI,33172,,980-345-1600,HOTL,150,Rooms,25.80526,-80.33772,874053.375255328,535458.967181571
-8937056.9559,2975468.991,171,0531190250020,EXTENDED STAY AMERICA #9641,ESA P PORTFOLIO OPERATING LESSEE LLC,101 FAIRWAY DR,MIAMI,33166,305-870-0448,980-345-1600,HOTL,102,Rooms,25.8092,-80.28295,892066.249990661,536986.060584076
-8919289.2247,2975247.5045,172,0232260560001,FAENA HOTEL MIAMI BEACH,3201 HOTEL LLC,3201 COLLINS AVE,MIAMI BEACH,33140,,305-206-5752,HOTL,182,Rooms,25.80741,-80.12334,944582.17317383,536652.996289574
-8934854.2483,2972196.2346,173,0131320430010,FAIRFIELD INN & SUITES MIAMI SOUTH,MIA HOSPITALITY LLC,4101 NW 11 ST,MIAMI,33126,786-456-2100,,HOTL,125,Rooms,25.78273,-80.26316,898630.012781747,527401.138152905
-8942052.4874,2975696.6321,174,3530270010125,FAIRFIELD INN BY MARRIOTT,36TH STREET HOSPITALITY LLC,8051 NW 36 ST,DORAL,33166,305-592-3393,305-592-3393,HOTL,133,Rooms,25.81104,-80.32782,877299.020994995,537577.240175992
-8926474.4986,2971390.6878,175,,FAIRWAY INN,PATEL NAVNIT,100 U S 1,FLORIDA CITY,33034,305-248-4202,305-248-4202,MOTL,160,Rooms,25.77621,-80.18789,923415.934338413,525178.38078741
-8920225.6009,2971934.1137,176,,FAIRWIND HOTEL,MLB FAIRWINDS LLC,1000-1030 COLLINS AVE,MIAMI BEACH,33139,954-558-9768,,HOTL,100,Rooms,25.78061,-80.13175,941878.923659079,526893.95773682
-8920181.2033,2974092.5942,177,0232270400001,"FARDAY, STEPHEN",FARDAY STEPHEN,2135 WASHINGTON CT TH-3 WEST,MIAMI BEACH,33139,917-674-4774,305-447-0123,HOTL,1,Rooms,25.79807,-80.13135,941968.312259831,533240.560529158
-8920532.3553,2971275.9951,178,0242030091920,FBH FASHION BOUTIQUE HOTEL,536 WASHINGTON LLC,534 WASHINGTON AVE,MIAMI BEACH,33139,305-673-2550,305-673-2550,HOTL,50,Rooms,25.77528,-80.1345,940984.812258329,524952.999020323
-8919933.1785,2973359.5507,179,0232340190550,FDR LOUNGE/ DELANO,BEACH HOTEL ASSOCIATES LLC,1685 COLLINS AVE,MIAMI BEACH,33139,305-674-5786,305-514-1968,HOTL,208,Rooms,25.79214,-80.12912,942715.668048579,531090.424737573
-8921197.7929,2968962.7697,180,3042090020040,FISHER ISLAND COTTAGES,FISHER ISLAND CLUB INC,1 FISHER ISLAND,MIAMI,33109,305-535-6000,305-968-5170,MOTL,15,Rooms,25.75657,-80.14048,939061.92634033,518138.136993907
-8948237.2495,2982928.2825,181,,FLAGLER STATION RESIDENCE INN,DVI CARDEL FLAGLER RESIDENCE LLC,11500 NW 105 ST,MIAMI,33178,561-207-2778,561-207-2778,HOTL,123,Rooms,25.86951,-80.38338,858921.267724328,558738.374690905
-8957312.8521,2934814.0176,182,1079070260082,FLORIDIAN HOTEL OF HOMESTEAD,FLORIDIAN HOTEL INC,990 N HOMESTEAD BLVD,HOMESTEAD,33030,305-247-7020,,MOTL,145,Rooms,25.47996,-80.46491,832686.06330508,417041.720748827
-8920609.4464,2971012.7244,183,0242033240001,"FOUNTAIN CONDOMINIUM HOTEL ASSOCIATION, INC. (THE)","FOUNTAIN CONDOMINIUM HOTEL ASSOCIATION, INC. (THE)",334  EUCLID AVE,MIAMI BEACH,33139,305-775-9996,,HOTL,34,Rooms,25.77315,-80.1352,940761.987244662,524177.41395732
-8934240.284,2966327.1837,184,0141170031011,FOUR POINT BY SHERATON,GABLES HOTEL GROUP LLC,3861 BIRD RD,MIAMI,33146,305-593-6366,305-593-6366,HOTL,103,Rooms,25.73524,-80.25764,900542.122802664,510152.842268988
-8941058.3447,2975400.7054,185,3030260040011,FOUR POINTS BY SHERATON MIAMI AIRPORT,36TH STREET THREE LLC,3570 NW 74 AVE,MIAMI,33122,305-789-2763,,HOTL,124,Rooms,25.80865,-80.31889,880241.563666329,536722.522397242
-8919167.1877,2976263.4646,186,0232260012150,FOUR POINTS HTL ITT SHERATON,CHARLES BERNARD LTD,4343 COLLINS AVE,MIAMI BEACH,33140,305-532-3311,305-532-3311,HOTL,216,Rooms,25.81562,-80.12225,944922.935943745,539641.685522154
-8926910.2954,2969249.9103,187,0141390780001,FOUR SEASONS HOTEL MIAMI,VII MP MIAMI HOTEL OWNER LLC,1435 BRICKELL AVE,MIAMI,33131,305-358-3535,,HOTL,221,Rooms,25.75889,-80.1918,922166.203898247,518875.689980738
-8919053.4763,2983837.5396,188,1422350470001,FOUR SEASONS HOTEL THE SURF CLUB,SC HOTEL PROPERTY LLC,9011 COLLINS AVE,SURFSIDE,33154,305-381-3333,786-482-2212,HOTL,77,Rooms,25.87686,-80.12122,945110.158666413,561900.534048989
-8920285.2109,2971770.563,189,0242030040430,FRANKLIN HOTEL,QUEENS GROUP LLC,860 COLLINS AVE,MIAMI BEACH,33139,305-587-5100,917-655-1967,HOTL,15,Rooms,25.77928,-80.13228,941705.87282408,526411.934750743
-8919606.6395,2974849.6677,190,0232260010900,FREEHAN HOTEL - GUEST HOUSE,SYDELL INDIAN CREEK LLC,233 27 STREET,MIAMI BEACH,33140,,646-752-7005,HOTL,15,Rooms,25.80419,-80.12619,943651.809548996,535477.311304986
-8919637.4869,2974884.7995,191,0232260010910,FREEHAND MIAMI,SYDELL INDIAN CREEK LLC,2727 INDIAN CREEK DR,MIAMI BEACH,33140,305-531-2727,305-531-2727,HOTL,64,Rooms,25.80447,-80.12646,943559.951464996,535579.97776632
-8920264.8428,2971265.2977,192,0242030020050,FRITZ,ROMINA AT THE BEACH LLC,524 OCEAN DR,MIAMI BEACH,33139,,,HOTL,22,Rooms,25.7752,-80.1321,941775.872355994,524926.748416655
-8936554.3086,2970803.0467,193,0141060290030,G G MOTEL,STATE FUND CORP,5121 W FLAGLER ST,MIAMI,33134,305-443-2868,,MOTL,16,Rooms,25.77146,-80.27843,893626.94339158,523277.145744741
-8935853.2689,2969872.0911,194,0341070020010,GABLES COVE,CUERNOS MANAGEMENT LLC,4700 SW 8 ST,CORAL GABLES,33134,305-634-6865,305-634-6865,MOTL,31,Rooms,25.76393,-80.27213,895714.581276663,520551.18597357
-8935332.066,2964671.1787,195,0341190042980,GABLES INN,DI-SOLE HOTEL LLC,730 S DIXIE HWY,CORAL GABLES,33146,305-661-7999,,MOTL,32,Rooms,25.72184,-80.26745,897340.48222433,505263.940301403
-8926699.494,2972505.703,196,0132310700001,GABRIEL,CGI 1100 BISCAYNE MANAGEMENT LLC,1100 BISCAYNE BLVD,MIAMI,33132,,786-581-4800,HOTL,129,Rooms,25.78523,-80.1899,922730.626653913,528452.533359826
-8920039.2165,2973361.7682,197,0232340190640,GALE SOUTH BEACH/ REGENT HOTAL,COLLINS HOTEL ASSOCIATES LLC,1690 COLLINS AVE,MIAMI BEACH,33139,305-673-0199,786-427-1149,HOTL,87,Rooms,25.79216,-80.13007,942402.186720163,531094.87190716
-8958113.16889999,2933381.9064,198,1079180000120,GARDEN INN HOMESTEAD,"DJ LODGINGS, LLC",51 SOUTH HOMESTEAD BLVD,HOMESTEAD,33030,305-246-5898,,MOTL,109,Rooms,25.46835,-80.4721,830331.07785758,412811.223304324
-8919804.83799999,2974331.8241,199,0232260010610,GATES HOTEL,CENTURIAN COLLINS PROPERTY OWNER LLC,2360 COLLINS AVE,MIAMI BEACH,33139,305-860-9444,305-860-9444,HOTL,235,Rooms,25.8,-80.12798,943076.098101996,533951.173281156
-8919432.44079999,2975216.5281,200,0232260011370,GENERATOR,G 3120 COLLINS LLC,3120 COLLINS AVENUE,MIAMI BEACH,33140,,,HOTL,103,Rooms,25.80716,-80.12462,944159.499806579,536559.124101989
-8920121.93469999,2972855.7303,201,0232340191060,GENEVA HOTEL,OCEAN BEACH PROPERTIES INC,1520 COLLINS AVENUE,MIAMI BEACH,33139,305-538-7464,,HOTL,31,Rooms,25.78806,-80.13082,942167.499525495,529605.560909405
-8921365.68869999,2972387.0999,202,0232330180060,GIUEDO REALTY LLC,GIUEDO REALTY LLC,1311 W AVE,MIAMI BEACH,33139,305-794-8330,305-674-9083,HOTL,7,Rooms,25.78427,-80.142,938499.936322577,528203.686416574
-8926284.3048,2973290.5793,203,0132310480001,GLOBAL GRAND MANAGEMENT,GLOBAL GRAND MANAGEMENT INC,1717 N BAYSHORE DR STE 240,MIAMI,33132,305-767-5890,305-767-5890,HOTL,40,Rooms,25.79158,-80.18617,923943.686235663,530767.562522404
-8919076.7967,2977382.1583,204,0232230020135,GRAND BEACH HOTEL,MB FLORIDA LIMITED LLC,4835 COLLINS AVE,MIAMI BEACH,33140,305-799-0244,305-799-0244,HOTL,435,Rooms,25.82467,-80.12143,945168.109337911,542931.491278492
-8919920.805,2985132.3188,205,1322270011100,GRAND BEACH HOTEL BAY HARBOR,BAY HARBOR HOTEL LLC,9601 E BAY HARBOR DR,BAY HARBOR ISLANDS,33154,,,HOTL,96,Rooms,25.88732,-80.12901,942522.999470662,565687.059940487
-8919134.0363,2984760.5226,206,1422350070020,GRAND BEACH HOTEL SURFSIDE,BEACH HOUSE HOTEL LLC,9449 COLLINS AVE,SURFSIDE,33154,305-799-0244,305-799-0244,HOTL,268,Rooms,25.88432,-80.12194,944854.061081495,564610.374429822
-8919222.0856,2984741.349,207,1422350070450,GRAND BEACH HOTEL SURFSIDE,BEACH HOUSE HOTEL LLC,9418 COLLINS AVE,SURFSIDE,33154,305-799-0244,305-799-0244,HOTL,73,Rooms,25.88416,-80.12273,944594.373608746,564552.310897656
-8939261.2671,2969810.1119,208,0140010200410,GRAND EMPEROR HOTEL,BRICKELL HOTEL INVESTMENTS INC,6581 SW 8 ST,MIAMI,33144,305-260-9408,305-260-9408,HOTL,32,Rooms,25.76343,-80.30275,885639.686072163,520314.468599238
-8942239.11819999,2972273.9749,209,3530340470001,GREENPOINT SUITES DORAL AIRPORT WEST,GREENPOINT DORAL INVESTMENT GROUP LLC,1212 NW 82 AVE,MIAMI,33126,305-629-8755,305-629-8755,HOTL,112,Rooms,25.78336,-80.3295,876798.704082247,527513.072640322
-8920199.93049999,2973291.3184,210,0232340190750,GREENVIEW HOTEL,GREENVIEW HOTEL LLC,1671 WASHINGTON AVE,MIAMI BEACH,33139,305-531-6588,305-538-4361,HOTL,47,Rooms,25.79159,-80.13152,941928.497706912,530884.624296159
-8929776.83149999,2966526.7362,211,0141140020010,GROVE ISLE,GROVE ISLE ASSOCIATES LLLP,4 GROVE ISLE DR,MIAMI,33133,305-858-8300,305-860-4302,HOTL,49,Rooms,25.73686,-80.21755,913738.249953661,510816.029262826
-8926668.61809999,2971598.2729,212,0141370760001,GUILD (THE),GUILD TRAVEL INC,230 NE 4 ST,MIAMI,33128,786-219-7099,512-623-7480,HOTL,64,Rooms,25.77789,-80.18963,922838.310493663,525785.185019992
-8925859.85219999,2981695.4894,213,1132060090010,HACIENDA DEL FERDINAND,LEUNG VENTURE INC,9101 BISCAYNE BLVD,MIAMI,33138,305-754-9575,305-754-9575,MOTL,38,Rooms,25.85954,-80.18236,925044.747025661,555477.373010822
-8920125.49709999,2972786.4924,214,0232340191190,HALL HOTEL,HADDON HALL HOTEL OPERATOR LLC,1500 COLLINS AVE,MIAMI BEACH,33139,305-531-1251,305-531-1251,HOTL,164,Rooms,25.7875,-80.13085,942158.312535994,529401.935660489
-8937747.30929999,2975388.5222,215,,HAMPTON INN & SUITES,AIRPORT HOTEL GROUP LTD,777 NW 57 AVE,MIAMI,33126,2625400,,HOTL,147,Rooms,25.80855,-80.28916,890027.249475494,536738.464294493
